leg,journee,date,match,win_type,score,available,winner
First Leg,,13 février 2025,Canada - Suede,Regular Time,No Score,yes,
First Leg,,14 février 2025,USA - Finlande,Regular Time,No Score,yes,
First Leg,,15 février 2025,Finlande - Suede,Regular Time,No Score,yes,
First Leg,,16 février 2025,USA - Canada,Regular Time,No Score,yes,
First Leg,,17 février 2025,Canada - Finlande,Regular Time,No Score,yes,
First Leg,,18 février 2025,Suede - USA,Regular Time,No Score,yes,
Playoffs,,20 février 2025,Canada - Suede,Regular Time,No Score,yes,
