leg,journee,date,hour,match,win_type,score,available,winner
Second Leg,,19 décembre 2025,Terminé,Tampa Bay Lightning - Los Angeles Kings,Regular Time,1 - 2,no,Los Angeles Kings
Second Leg,,19 décembre 2025,Terminé,Washington Capitals - Toronto Maple Leafs,Regular Time,4 - 0,no,Washington Capitals
Second Leg,,19 décembre 2025,Terminé,Columbus Blue Jackets - Minnesota Wild,Regular Time,2 - 5,no,Minnesota Wild
Second Leg,,19 décembre 2025,Terminé,Boston Bruins - Edmonton Oilers,Regular Time,1 - 3,no,Edmonton Oilers
Second Leg,,19 décembre 2025,Terminé,Montreal Canadiens - Chicago Blackhawks,Regular Time,4 - 1,no,Montreal Canadiens
Second Leg,,19 décembre 2025,Terminé,Ottawa Senators - Pittsburgh Penguins,Regular Time,4 - 0,no,Ottawa Senators
Second Leg,,19 décembre 2025,Terminé,Buffalo Sabres - Philadelphia Flyers,Regular Time,5 - 3,no,Buffalo Sabres
Second Leg,,19 décembre 2025,Terminé,St.Louis Blues - New York Rangers,Extra Time,1 - 2,no,New York Rangers
Second Leg,,19 décembre 2025,Terminé,Calgary Flames - Seattle Kraken,Regular Time,4 - 2,no,Calgary Flames
Second Leg,,19 décembre 2025,Terminé,San Jose Sharks - Dallas Stars,Regular Time,3 - 5,no,Dallas Stars
Second Leg,,20 décembre 2025,01:00,New York Islanders - Vancouver Canucks,Regular Time,No Score,yes,
Second Leg,,20 décembre 2025,01:00,Florida Panthers - Carolina Hurricanes,Regular Time,No Score,yes,
Second Leg,,20 décembre 2025,03:00,Colorado Avalanche - Winnipeg Jets,Regular Time,No Score,yes,
Second Leg,,20 décembre 2025,03:00,Utah Mammoth - New Jersey Devils,Regular Time,No Score,yes,
Second Leg,,20 décembre 2025,04:00,Anaheim Ducks - Dallas Stars,Regular Time,No Score,yes,
Second Leg,,20 décembre 2025,18:30,New York Rangers - Philadelphia Flyers,Regular Time,No Score,yes,
Second Leg,,20 décembre 2025,18:30,Washington Capitals - Detroit Red Wings,Regular Time,No Score,yes,
Second Leg,,20 décembre 2025,21:00,Ottawa Senators - Chicago Blackhawks,Regular Time,No Score,yes,
Second Leg,,20 décembre 2025,21:00,Minnesota Wild - Edmonton Oilers,Regular Time,No Score,yes,
Second Leg,,20 décembre 2025,23:00,Buffalo Sabres - New York Islanders,Regular Time,No Score,yes,
Second Leg,,21 décembre 2025,00:00,Florida Panthers - St.Louis Blues,Regular Time,No Score,yes,
Second Leg,,21 décembre 2025,01:00,Boston Bruins - Vancouver Canucks,Regular Time,No Score,yes,
Second Leg,,21 décembre 2025,01:00,Tampa Bay Lightning - Carolina Hurricanes,Regular Time,No Score,yes,
Second Leg,,21 décembre 2025,01:00,Nashville Predators - Toronto Maple Leafs,Regular Time,No Score,yes,
Second Leg,,21 décembre 2025,01:00,Montreal Canadiens - Pittsburgh Penguins,Regular Time,No Score,yes,
Second Leg,,21 décembre 2025,04:00,Calgary Flames - Vegas Golden Knights,Regular Time,No Score,yes,
Second Leg,,21 décembre 2025,04:00,Anaheim Ducks - Columbus Blue Jackets,Regular Time,No Score,yes,
Second Leg,,21 décembre 2025,04:00,San Jose Sharks - Seattle Kraken,Regular Time,No Score,yes,
Second Leg,,21 décembre 2025,19:00,Detroit Red Wings - Washington Capitals,Regular Time,No Score,yes,
Second Leg,,22 décembre 2025,00:00,Minnesota Wild - Colorado Avalanche,Regular Time,No Score,yes,
Second Leg,,22 décembre 2025,01:00,New Jersey Devils - Buffalo Sabres,Regular Time,No Score,yes,
Second Leg,,22 décembre 2025,01:00,Pittsburgh Penguins - Montreal Canadiens,Regular Time,No Score,yes,
Second Leg,,22 décembre 2025,01:00,Nashville Predators - New York Rangers,Regular Time,No Score,yes,
Second Leg,,22 décembre 2025,01:00,Dallas Stars - Toronto Maple Leafs,Regular Time,No Score,yes,
Second Leg,,22 décembre 2025,01:00,Boston Bruins - Ottawa Senators,Regular Time,No Score,yes,
Second Leg,,22 décembre 2025,01:00,Utah Mammoth - Winnipeg Jets,Regular Time,No Score,yes,
Second Leg,,22 décembre 2025,02:00,Edmonton Oilers - Vegas Golden Knights,Regular Time,No Score,yes,
Second Leg,,23 décembre 2025,01:00,Tampa Bay Lightning - St.Louis Blues,Regular Time,No Score,yes,
Second Leg,,23 décembre 2025,01:30,Philadelphia Flyers - Vancouver Canucks,Regular Time,No Score,yes,
Second Leg,,23 décembre 2025,04:00,Anaheim Ducks - Seattle Kraken,Regular Time,No Score,yes,
Second Leg,,23 décembre 2025,04:00,Los Angeles Kings - Columbus Blue Jackets,Regular Time,No Score,yes,
Second Leg,,23 décembre 2025,22:00,Toronto Maple Leafs - Pittsburgh Penguins,Regular Time,No Score,yes,
Second Leg,,24 décembre 2025,00:30,Detroit Red Wings - Dallas Stars,Regular Time,No Score,yes,
Second Leg,,24 décembre 2025,01:00,Ottawa Senators - Buffalo Sabres,Regular Time,No Score,yes,
Second Leg,,24 décembre 2025,01:00,Carolina Hurricanes - Florida Panthers,Regular Time,No Score,yes,
Second Leg,,24 décembre 2025,01:00,New York Islanders - New Jersey Devils,Regular Time,No Score,yes,
Second Leg,,24 décembre 2025,01:00,Washington Capitals - New York Rangers,Regular Time,No Score,yes,
Second Leg,,24 décembre 2025,01:00,Boston Bruins - Montreal Canadiens,Regular Time,No Score,yes,
Second Leg,,24 décembre 2025,02:00,Minnesota Wild - Nashville Predators,Regular Time,No Score,yes,
Second Leg,,24 décembre 2025,03:00,Colorado Avalanche - Utah Mammoth,Regular Time,No Score,yes,
Second Leg,,24 décembre 2025,03:00,Edmonton Oilers - Calgary Flames,Regular Time,No Score,yes,
Second Leg,,24 décembre 2025,03:00,Chicago Blackhawks - Philadelphia Flyers,Regular Time,No Score,yes,
Second Leg,,24 décembre 2025,04:00,Los Angeles Kings - Seattle Kraken,Regular Time,No Score,yes,
Second Leg,,24 décembre 2025,04:00,Vegas Golden Knights - San Jose Sharks,Regular Time,No Score,yes,
Second Leg,,28 décembre 2025,00:00,New York Islanders - New York Rangers,Regular Time,No Score,yes,
Second Leg,,28 décembre 2025,01:00,Buffalo Sabres - Boston Bruins,Regular Time,No Score,yes,
Second Leg,,28 décembre 2025,01:00,Toronto Maple Leafs - Ottawa Senators,Regular Time,No Score,yes,
Second Leg,,28 décembre 2025,01:00,Florida Panthers - Tampa Bay Lightning,Regular Time,No Score,yes,
Second Leg,,28 décembre 2025,01:00,Carolina Hurricanes - Detroit Red Wings,Regular Time,No Score,yes,
Second Leg,,28 décembre 2025,01:00,Winnipeg Jets - Minnesota Wild,Regular Time,No Score,yes,
Second Leg,,28 décembre 2025,01:00,New Jersey Devils - Washington Capitals,Regular Time,No Score,yes,
Second Leg,,28 décembre 2025,02:00,St.Louis Blues - Nashville Predators,Regular Time,No Score,yes,
Second Leg,,28 décembre 2025,02:00,Dallas Stars - Chicago Blackhawks,Regular Time,No Score,yes,
Second Leg,,28 décembre 2025,03:00,Los Angeles Kings - Anaheim Ducks,Regular Time,No Score,yes,
Second Leg,,28 décembre 2025,04:00,Vancouver Canucks - San Jose Sharks,Regular Time,No Score,yes,
Second Leg,,28 décembre 2025,04:00,Vegas Golden Knights - Colorado Avalanche,Regular Time,No Score,yes,
Second Leg,,28 décembre 2025,04:00,Calgary Flames - Edmonton Oilers,Regular Time,No Score,yes,
Second Leg,,28 décembre 2025,23:00,Columbus Blue Jackets - New York Islanders,Regular Time,No Score,yes,
Second Leg,,28 décembre 2025,23:00,Tampa Bay Lightning - Montreal Canadiens,Regular Time,No Score,yes,
Second Leg,,29 décembre 2025,01:00,Detroit Red Wings - Toronto Maple Leafs,Regular Time,No Score,yes,
Second Leg,,29 décembre 2025,01:00,Chicago Blackhawks - Pittsburgh Penguins,Regular Time,No Score,yes,
Second Leg,,29 décembre 2025,02:00,Seattle Kraken - Philadelphia Flyers,Regular Time,No Score,yes,
Second Leg,,30 décembre 2025,01:00,Ottawa Senators - Columbus Blue Jackets,Regular Time,No Score,yes,
Second Leg,,30 décembre 2025,01:00,Carolina Hurricanes - New York Rangers,Regular Time,No Score,yes,
Second Leg,,30 décembre 2025,01:00,Florida Panthers - Washington Capitals,Regular Time,No Score,yes,
Second Leg,,30 décembre 2025,01:30,Winnipeg Jets - Edmonton Oilers,Regular Time,No Score,yes,
Second Leg,,30 décembre 2025,02:00,St.Louis Blues - Buffalo Sabres,Regular Time,No Score,yes,
Second Leg,,30 décembre 2025,03:00,Calgary Flames - Boston Bruins,Regular Time,No Score,yes,
Second Leg,,30 décembre 2025,03:00,Colorado Avalanche - Los Angeles Kings,Regular Time,No Score,yes,
Second Leg,,30 décembre 2025,03:00,Utah Mammoth - Nashville Predators,Regular Time,No Score,yes,
Second Leg,,30 décembre 2025,04:00,Seattle Kraken - Vancouver Canucks,Regular Time,No Score,yes,
Second Leg,,30 décembre 2025,04:00,Vegas Golden Knights - Minnesota Wild,Regular Time,No Score,yes,
Second Leg,,30 décembre 2025,04:00,Anaheim Ducks - San Jose Sharks,Regular Time,No Score,yes,
Second Leg,,31 décembre 2025,01:00,Florida Panthers - Montreal Canadiens,Regular Time,No Score,yes,
Second Leg,,31 décembre 2025,01:00,Pittsburgh Penguins - Carolina Hurricanes,Regular Time,No Score,yes,
Second Leg,,31 décembre 2025,01:00,Toronto Maple Leafs - New Jersey Devils,Regular Time,No Score,yes,
Second Leg,,31 décembre 2025,02:30,Chicago Blackhawks - New York Islanders,Regular Time,No Score,yes,
Second Leg,,31 décembre 2025,04:00,Vancouver Canucks - Philadelphia Flyers,Regular Time,No Score,yes,
Second Leg,,31 décembre 2025,18:30,Washington Capitals - New York Rangers,Regular Time,No Score,yes,
Second Leg,,31 décembre 2025,21:00,Vegas Golden Knights - Nashville Predators,Regular Time,No Score,yes,
Second Leg,,31 décembre 2025,22:00,Anaheim Ducks - Tampa Bay Lightning,Regular Time,No Score,yes,
Second Leg,,31 décembre 2025,22:00,San Jose Sharks - Minnesota Wild,Regular Time,No Score,yes,
Second Leg,,1 janvier 2026,00:30,Detroit Red Wings - Winnipeg Jets,Regular Time,No Score,yes,
Second Leg,,1 janvier 2026,01:00,Columbus Blue Jackets - New Jersey Devils,Regular Time,No Score,yes,
Second Leg,,1 janvier 2026,02:00,Dallas Stars - Buffalo Sabres,Regular Time,No Score,yes,
Second Leg,,1 janvier 2026,03:00,Colorado Avalanche - St.Louis Blues,Regular Time,No Score,yes,
Second Leg,,1 janvier 2026,03:30,Calgary Flames - Philadelphia Flyers,Regular Time,No Score,yes,
Second Leg,,1 janvier 2026,03:30,Edmonton Oilers - Boston Bruins,Regular Time,No Score,yes,
Second Leg,,1 janvier 2026,19:00,Ottawa Senators - Washington Capitals,Regular Time,No Score,yes,
Second Leg,,1 janvier 2026,21:00,New York Islanders - Utah Mammoth,Regular Time,No Score,yes,
Second Leg,,2 janvier 2026,01:00,Toronto Maple Leafs - Winnipeg Jets,Regular Time,No Score,yes,
Second Leg,,2 janvier 2026,01:00,Los Angeles Kings - Tampa Bay Lightning,Regular Time,No Score,yes,
Second Leg,,2 janvier 2026,01:00,Pittsburgh Penguins - Detroit Red Wings,Regular Time,No Score,yes,
Second Leg,,2 janvier 2026,01:00,Carolina Hurricanes - Montreal Canadiens,Regular Time,No Score,yes,
Second Leg,,2 janvier 2026,02:30,Chicago Blackhawks - Dallas Stars,Regular Time,No Score,yes,
Second Leg,,2 janvier 2026,04:00,Seattle Kraken - Nashville Predators,Regular Time,No Score,yes,
Second Leg,,2 janvier 2026,21:00,St.Louis Blues - Vegas Golden Knights,Regular Time,No Score,yes,
Second Leg,,3 janvier 2026,02:00,Florida Panthers - New York Rangers,Regular Time,No Score,yes,
Second Leg,,3 janvier 2026,04:30,Vancouver Canucks - Seattle Kraken,Regular Time,No Score,yes,
Second Leg,,3 janvier 2026,04:30,Anaheim Ducks - Minnesota Wild,Regular Time,No Score,yes,
Second Leg,,3 janvier 2026,18:00,Detroit Red Wings - Pittsburgh Penguins,Regular Time,No Score,yes,
Second Leg,,3 janvier 2026,21:00,New Jersey Devils - Utah Mammoth,Regular Time,No Score,yes,
Second Leg,,3 janvier 2026,21:00,Columbus Blue Jackets - Buffalo Sabres,Regular Time,No Score,yes,
Second Leg,,3 janvier 2026,21:30,Edmonton Oilers - Philadelphia Flyers,Regular Time,No Score,yes,
Second Leg,,3 janvier 2026,22:00,St.Louis Blues - Montreal Canadiens,Regular Time,No Score,yes,
Second Leg,,3 janvier 2026,22:00,San Jose Sharks - Tampa Bay Lightning,Regular Time,No Score,yes,
Second Leg,,4 janvier 2026,01:00,Ottawa Senators - Winnipeg Jets,Regular Time,No Score,yes,
Second Leg,,4 janvier 2026,01:00,Washington Capitals - Chicago Blackhawks,Regular Time,No Score,yes,
Second Leg,,4 janvier 2026,01:00,Carolina Hurricanes - Colorado Avalanche,Regular Time,No Score,yes,
Second Leg,,4 janvier 2026,01:00,Calgary Flames - Nashville Predators,Regular Time,No Score,yes,
Second Leg,,4 janvier 2026,01:00,New York Islanders - Toronto Maple Leafs,Regular Time,No Score,yes,
Second Leg,,4 janvier 2026,03:00,Los Angeles Kings - Minnesota Wild,Regular Time,No Score,yes,
Second Leg,,4 janvier 2026,04:00,Vancouver Canucks - Boston Bruins,Regular Time,No Score,yes,
Second Leg,,4 janvier 2026,20:00,Dallas Stars - Montreal Canadiens,Regular Time,No Score,yes,
Second Leg,,4 janvier 2026,21:00,Columbus Blue Jackets - Pittsburgh Penguins,Regular Time,No Score,yes,
Second Leg,,4 janvier 2026,23:00,Florida Panthers - Colorado Avalanche,Regular Time,No Score,yes,
Second Leg,,5 janvier 2026,01:00,New Jersey Devils - Carolina Hurricanes,Regular Time,No Score,yes,
Second Leg,,5 janvier 2026,01:00,Chicago Blackhawks - Vegas Golden Knights,Regular Time,No Score,yes,
Second Leg,,6 janvier 2026,01:00,New York Rangers - Utah Mammoth,Regular Time,No Score,yes,
Second Leg,,6 janvier 2026,01:00,Washington Capitals - Anaheim Ducks,Regular Time,No Score,yes,
Second Leg,,6 janvier 2026,01:30,Ottawa Senators - Detroit Red Wings,Regular Time,No Score,yes,
Second Leg,,6 janvier 2026,03:30,Calgary Flames - Seattle Kraken,Regular Time,No Score,yes,
Second Leg,,6 janvier 2026,04:30,Los Angeles Kings - Minnesota Wild,Regular Time,No Score,yes,
Second Leg,,7 janvier 2026,01:00,Buffalo Sabres - Vancouver Canucks,Regular Time,No Score,yes,
Second Leg,,7 janvier 2026,01:00,Tampa Bay Lightning - Colorado Avalanche,Regular Time,No Score,yes,
Second Leg,,7 janvier 2026,01:00,Philadelphia Flyers - Anaheim Ducks,Regular Time,No Score,yes,
Second Leg,,7 janvier 2026,01:00,Carolina Hurricanes - Dallas Stars,Regular Time,No Score,yes,
Second Leg,,7 janvier 2026,01:30,Toronto Maple Leafs - Florida Panthers,Regular Time,No Score,yes,
Second Leg,,7 janvier 2026,01:30,New York Islanders - New Jersey Devils,Regular Time,No Score,yes,
Second Leg,,7 janvier 2026,02:00,Winnipeg Jets - Vegas Golden Knights,Regular Time,No Score,yes,
Second Leg,,7 janvier 2026,03:00,Edmonton Oilers - Nashville Predators,Regular Time,No Score,yes,
Second Leg,,7 janvier 2026,04:00,San Jose Sharks - Columbus Blue Jackets,Regular Time,No Score,yes,
Second Leg,,7 janvier 2026,04:00,Seattle Kraken - Boston Bruins,Regular Time,No Score,yes,
Second Leg,,8 janvier 2026,01:00,Washington Capitals - Dallas Stars,Regular Time,No Score,yes,
Second Leg,,8 janvier 2026,01:30,Montreal Canadiens - Calgary Flames,Regular Time,No Score,yes,
Second Leg,,8 janvier 2026,03:30,Chicago Blackhawks - St.Louis Blues,Regular Time,No Score,yes,
Second Leg,,8 janvier 2026,03:30,Utah Mammoth - Ottawa Senators,Regular Time,No Score,yes,
Second Leg,,8 janvier 2026,04:30,Los Angeles Kings - San Jose Sharks,Regular Time,No Score,yes,
Second Leg,,9 janvier 2026,01:00,Boston Bruins - Calgary Flames,Regular Time,No Score,yes,
Second Leg,,9 janvier 2026,01:00,Detroit Red Wings - Vancouver Canucks,Regular Time,No Score,yes,
Second Leg,,9 janvier 2026,01:00,Pittsburgh Penguins - New Jersey Devils,Regular Time,No Score,yes,
Second Leg,,9 janvier 2026,01:00,Carolina Hurricanes - Anaheim Ducks,Regular Time,No Score,yes,
Second Leg,,9 janvier 2026,01:00,New York Rangers - Buffalo Sabres,Regular Time,No Score,yes,
Second Leg,,9 janvier 2026,01:00,Philadelphia Flyers - Toronto Maple Leafs,Regular Time,No Score,yes,
Second Leg,,9 janvier 2026,01:00,Montreal Canadiens - Florida Panthers,Regular Time,No Score,yes,
Second Leg,,9 janvier 2026,02:00,Winnipeg Jets - Edmonton Oilers,Regular Time,No Score,yes,
Second Leg,,9 janvier 2026,02:00,Nashville Predators - New York Islanders,Regular Time,No Score,yes,
Second Leg,,9 janvier 2026,03:00,Colorado Avalanche - Ottawa Senators,Regular Time,No Score,yes,
Second Leg,,9 janvier 2026,04:00,Vegas Golden Knights - Columbus Blue Jackets,Regular Time,No Score,yes,
Second Leg,,9 janvier 2026,04:00,Seattle Kraken - Minnesota Wild,Regular Time,No Score,yes,
Second Leg,,10 janvier 2026,02:00,Chicago Blackhawks - Washington Capitals,Regular Time,No Score,yes,
Second Leg,,10 janvier 2026,02:00,Winnipeg Jets - Los Angeles Kings,Regular Time,No Score,yes,
Second Leg,,10 janvier 2026,03:00,Utah Mammoth - St.Louis Blues,Regular Time,No Score,yes,
Second Leg,,10 janvier 2026,19:00,Boston Bruins - New York Rangers,Regular Time,No Score,yes,
Second Leg,,10 janvier 2026,21:30,Pittsburgh Penguins - Calgary Flames,Regular Time,No Score,yes,
Second Leg,,10 janvier 2026,22:00,Colorado Avalanche - Columbus Blue Jackets,Regular Time,No Score,yes,
Second Leg,,10 janvier 2026,22:00,San Jose Sharks - Dallas Stars,Regular Time,No Score,yes,
Second Leg,,11 janvier 2026,01:00,Buffalo Sabres - Anaheim Ducks,Regular Time,No Score,yes,
Second Leg,,11 janvier 2026,01:00,Toronto Maple Leafs - Vancouver Canucks,Regular Time,No Score,yes,
Second Leg,,11 janvier 2026,01:00,Montreal Canadiens - Detroit Red Wings,Regular Time,No Score,yes,
Second Leg,,11 janvier 2026,01:00,Ottawa Senators - Florida Panthers,Regular Time,No Score,yes,
Second Leg,,11 janvier 2026,01:00,Philadelphia Flyers - Tampa Bay Lightning,Regular Time,No Score,yes,
Second Leg,,11 janvier 2026,01:00,Carolina Hurricanes - Seattle Kraken,Regular Time,No Score,yes,
Second Leg,,11 janvier 2026,02:00,Nashville Predators - Chicago Blackhawks,Regular Time,No Score,yes,
Second Leg,,11 janvier 2026,02:00,Minnesota Wild - New York Islanders,Regular Time,No Score,yes,
Second Leg,,11 janvier 2026,04:00,Vegas Golden Knights - St.Louis Blues,Regular Time,No Score,yes,
Second Leg,,11 janvier 2026,04:00,Edmonton Oilers - Los Angeles Kings,Regular Time,No Score,yes,
Second Leg,,11 janvier 2026,20:00,Winnipeg Jets - New Jersey Devils,Regular Time,No Score,yes,
Second Leg,,11 janvier 2026,23:00,Boston Bruins - Pittsburgh Penguins,Regular Time,No Score,yes,
Second Leg,,12 janvier 2026,01:00,Nashville Predators - Washington Capitals,Regular Time,No Score,yes,
Second Leg,,12 janvier 2026,01:00,Utah Mammoth - Columbus Blue Jackets,Regular Time,No Score,yes,
Second Leg,,12 janvier 2026,02:00,San Jose Sharks - Vegas Golden Knights,Regular Time,No Score,yes,
Second Leg,,13 janvier 2026,01:00,Buffalo Sabres - Florida Panthers,Regular Time,No Score,yes,
Second Leg,,13 janvier 2026,01:00,Detroit Red Wings - Carolina Hurricanes,Regular Time,No Score,yes,
Second Leg,,13 janvier 2026,01:00,New York Rangers - Seattle Kraken,Regular Time,No Score,yes,
Second Leg,,13 janvier 2026,01:00,Philadelphia Flyers - Tampa Bay Lightning,Regular Time,No Score,yes,
Second Leg,,13 janvier 2026,01:30,Montreal Canadiens - Vancouver Canucks,Regular Time,No Score,yes,
Second Leg,,13 janvier 2026,02:00,Minnesota Wild - New Jersey Devils,Regular Time,No Score,yes,
Second Leg,,13 janvier 2026,02:30,Chicago Blackhawks - Edmonton Oilers,Regular Time,No Score,yes,
Second Leg,,13 janvier 2026,04:00,Colorado Avalanche - Toronto Maple Leafs,Regular Time,No Score,yes,
Second Leg,,13 janvier 2026,04:00,Los Angeles Kings - Dallas Stars,Regular Time,No Score,yes,
Second Leg,,14 janvier 2026,01:00,Ottawa Senators - Vancouver Canucks,Regular Time,No Score,yes,
Second Leg,,14 janvier 2026,01:00,Pittsburgh Penguins - Tampa Bay Lightning,Regular Time,No Score,yes,
Second Leg,,14 janvier 2026,01:00,Washington Capitals - Montreal Canadiens,Regular Time,No Score,yes,
Second Leg,,14 janvier 2026,01:00,Columbus Blue Jackets - Calgary Flames,Regular Time,No Score,yes,
Second Leg,,14 janvier 2026,01:30,Boston Bruins - Detroit Red Wings,Regular Time,No Score,yes,
Second Leg,,14 janvier 2026,01:30,St.Louis Blues - Carolina Hurricanes,Regular Time,No Score,yes,
Second Leg,,14 janvier 2026,02:00,Nashville Predators - Edmonton Oilers,Regular Time,No Score,yes,
Second Leg,,14 janvier 2026,02:00,Winnipeg Jets - New York Islanders,Regular Time,No Score,yes,
Second Leg,,14 janvier 2026,04:00,Utah Mammoth - Toronto Maple Leafs,Regular Time,No Score,yes,
Second Leg,,14 janvier 2026,04:00,Anaheim Ducks - Dallas Stars,Regular Time,No Score,yes,
Second Leg,,15 janvier 2026,01:00,New Jersey Devils - Seattle Kraken,Regular Time,No Score,yes,
Second Leg,,15 janvier 2026,01:30,Buffalo Sabres - Philadelphia Flyers,Regular Time,No Score,yes,
Second Leg,,15 janvier 2026,01:30,New York Rangers - Ottawa Senators,Regular Time,No Score,yes,
Second Leg,,15 janvier 2026,04:00,Los Angeles Kings - Vegas Golden Knights,Regular Time,No Score,yes,
Second Leg,,16 janvier 2026,01:00,Boston Bruins - Seattle Kraken,Regular Time,No Score,yes,
Second Leg,,16 janvier 2026,01:00,Buffalo Sabres - Montreal Canadiens,Regular Time,No Score,yes,
Second Leg,,16 janvier 2026,01:00,Pittsburgh Penguins - Philadelphia Flyers,Regular Time,No Score,yes,
Second Leg,,16 janvier 2026,01:00,Washington Capitals - San Jose Sharks,Regular Time,No Score,yes,
Second Leg,,16 janvier 2026,01:00,Columbus Blue Jackets - Vancouver Canucks,Regular Time,No Score,yes,
Second Leg,,16 janvier 2026,02:00,Minnesota Wild - Winnipeg Jets,Regular Time,No Score,yes,
Second Leg,,16 janvier 2026,02:30,Chicago Blackhawks - Calgary Flames,Regular Time,No Score,yes,
Second Leg,,16 janvier 2026,03:00,Utah Mammoth - Dallas Stars,Regular Time,No Score,yes,
Second Leg,,16 janvier 2026,03:00,Edmonton Oilers - New York Islanders,Regular Time,No Score,yes,
Second Leg,,16 janvier 2026,03:30,Vegas Golden Knights - Toronto Maple Leafs,Regular Time,No Score,yes,
Second Leg,,17 janvier 2026,01:00,Detroit Red Wings - San Jose Sharks,Regular Time,No Score,yes,
Second Leg,,17 janvier 2026,01:00,Carolina Hurricanes - Florida Panthers,Regular Time,No Score,yes,
Second Leg,,17 janvier 2026,02:00,St.Louis Blues - Tampa Bay Lightning,Regular Time,No Score,yes,
Second Leg,,17 janvier 2026,03:00,Colorado Avalanche - Nashville Predators,Regular Time,No Score,yes,
Second Leg,,17 janvier 2026,04:30,Los Angeles Kings - Anaheim Ducks,Regular Time,No Score,yes,
Second Leg,,17 janvier 2026,18:30,Buffalo Sabres - Minnesota Wild,Regular Time,No Score,yes,
Second Leg,,17 janvier 2026,19:00,Philadelphia Flyers - New York Rangers,Regular Time,No Score,yes,
Second Leg,,17 janvier 2026,21:00,Calgary Flames - New York Islanders,Regular Time,No Score,yes,
Second Leg,,17 janvier 2026,23:00,Utah Mammoth - Seattle Kraken,Regular Time,No Score,yes,
Second Leg,,18 janvier 2026,01:00,Ottawa Senators - Montreal Canadiens,Regular Time,No Score,yes,
Second Leg,,18 janvier 2026,01:00,New Jersey Devils - Carolina Hurricanes,Regular Time,No Score,yes,
Second Leg,,18 janvier 2026,01:00,Pittsburgh Penguins - Columbus Blue Jackets,Regular Time,No Score,yes,
Second Leg,,18 janvier 2026,01:00,Washington Capitals - Florida Panthers,Regular Time,No Score,yes,
Second Leg,,18 janvier 2026,01:00,Winnipeg Jets - Toronto Maple Leafs,Regular Time,No Score,yes,
Second Leg,,18 janvier 2026,02:00,Chicago Blackhawks - Boston Bruins,Regular Time,No Score,yes,
Second Leg,,18 janvier 2026,04:00,Vancouver Canucks - Edmonton Oilers,Regular Time,No Score,yes,
Second Leg,,18 janvier 2026,04:00,Vegas Golden Knights - Nashville Predators,Regular Time,No Score,yes,
Second Leg,,18 janvier 2026,04:00,Anaheim Ducks - Los Angeles Kings,Regular Time,No Score,yes,
Second Leg,,18 janvier 2026,20:00,Dallas Stars - Tampa Bay Lightning,Regular Time,No Score,yes,
Second Leg,,18 janvier 2026,23:00,Detroit Red Wings - Ottawa Senators,Regular Time,No Score,yes,
Second Leg,,19 janvier 2026,02:00,Edmonton Oilers - St.Louis Blues,Regular Time,No Score,yes,
Second Leg,,19 janvier 2026,19:30,Carolina Hurricanes - Buffalo Sabres,Regular Time,No Score,yes,
Second Leg,,19 janvier 2026,22:00,Colorado Avalanche - Washington Capitals,Regular Time,No Score,yes,
Second Leg,,19 janvier 2026,23:00,Seattle Kraken - Pittsburgh Penguins,Regular Time,No Score,yes,
Second Leg,,20 janvier 2026,01:00,Florida Panthers - San Jose Sharks,Regular Time,No Score,yes,
Second Leg,,20 janvier 2026,01:30,Toronto Maple Leafs - Minnesota Wild,Regular Time,No Score,yes,
Second Leg,,20 janvier 2026,02:00,Vegas Golden Knights - Philadelphia Flyers,Regular Time,No Score,yes,
Second Leg,,20 janvier 2026,02:30,Chicago Blackhawks - Winnipeg Jets,Regular Time,No Score,yes,
Second Leg,,20 janvier 2026,03:00,Calgary Flames - New Jersey Devils,Regular Time,No Score,yes,
Second Leg,,20 janvier 2026,04:00,Vancouver Canucks - New York Islanders,Regular Time,No Score,yes,
Second Leg,,20 janvier 2026,04:00,Anaheim Ducks - New York Rangers,Regular Time,No Score,yes,
Second Leg,,21 janvier 2026,01:00,Montreal Canadiens - Minnesota Wild,Regular Time,No Score,yes,
Second Leg,,21 janvier 2026,01:00,Columbus Blue Jackets - Ottawa Senators,Regular Time,No Score,yes,
Second Leg,,21 janvier 2026,01:00,Tampa Bay Lightning - San Jose Sharks,Regular Time,No Score,yes,
Second Leg,,21 janvier 2026,01:30,Dallas Stars - Boston Bruins,Regular Time,No Score,yes,
Second Leg,,21 janvier 2026,02:00,Nashville Predators - Buffalo Sabres,Regular Time,No Score,yes,
Second Leg,,21 janvier 2026,02:00,Winnipeg Jets - St.Louis Blues,Regular Time,No Score,yes,
Second Leg,,21 janvier 2026,04:00,Los Angeles Kings - New York Rangers,Regular Time,No Score,yes,
Second Leg,,21 janvier 2026,04:00,Edmonton Oilers - New Jersey Devils,Regular Time,No Score,yes,
Second Leg,,22 janvier 2026,01:00,Toronto Maple Leafs - Detroit Red Wings,Regular Time,No Score,yes,
Second Leg,,22 janvier 2026,03:00,Colorado Avalanche - Anaheim Ducks,Regular Time,No Score,yes,
Second Leg,,22 janvier 2026,03:00,Utah Mammoth - Philadelphia Flyers,Regular Time,No Score,yes,
Second Leg,,22 janvier 2026,03:30,Calgary Flames - Pittsburgh Penguins,Regular Time,No Score,yes,
Second Leg,,22 janvier 2026,03:30,Seattle Kraken - New York Islanders,Regular Time,No Score,yes,
Second Leg,,22 janvier 2026,04:00,Vancouver Canucks - Washington Capitals,Regular Time,No Score,yes,
